,element,Unit_lattice_constant,lattice_constant_a,lattice_constant_b,lattice_constant_c,Tc,Element_Normalize,Tc_mean,Tc_range
12495,Ce0.84Y0.16Ru2,,,,,4.92,Ce21(Y2Ru25)2,4.92,0.0
12496,Ce0.84Y0.1Gd0.06Ru2,,,,,4.55,Ce42Gd3(YRu20)5,4.55,0.0
12497,Ce0.84Y0.06Gd0.1Ru2,,,,,3.32,Ce42Gd5Y3Ru100,3.32,0.0
12498,In1La3,,,,,9.45,La3In,9.602222222222222,0.75
12499,La2.98Ce0.02In1,,,,,8.2,La149CeIn50,8.2,0.0
12500,La2.96Ce0.04In1,,,,,7.01,La74CeIn25,7.01,0.0
12501,La2.94Ce0.06In1,,,,,5.58,La147Ce3In50,5.58,0.0
12502,Ga4Mo1,,,,,7.98,Ga4Mo,8.593333333333334,1.8200000000000003
12503,Mo0.98Nb0.02Ga4,,,,,8.0,NbGa200Mo49,8.0,0.0
12504,Mo0.96Nb0.04Ga4,,,,,8.0,Nb(Ga25Mo6)4,8.0,0.0
12505,Mo0.96Ru0.04Ga4,,,,,7.63,Ga100Mo24Ru,7.63,0.0
12506,Mo0.96Co0.04Ga4,,,,,7.07,Ga100CoMo24,7.07,0.0
12507,Mo0.97Fe0.03Ga4,,,,,5.13,Ga400Fe3Mo97,5.13,0.0
12508,Mo0.94Fe0.06Ga4,,,,,2.6,Ga200Fe3Mo47,2.6,0.0
12509,Mo0.99Mn0.01Ga4,,,,,3.94,MnGa400Mo99,3.9699999999999998,0.06000000000000005
12510,Mo1,,,,,0.92,Mo,0.9148,0.018000000000000016
12511,Co0.01Mo99.99,,,,,0.71,CoMo9999,0.71,0.0
12512,Co0.015Mo99.985,,,,,0.59,Co3Mo19997,0.59,0.0
12513,Co0.032Mo99.968,,,,,0.31,CoMo3124,0.31,0.0
12514,Co0.038Mo99.962,,,,,0.22,Co19Mo49981,0.22,0.0
12515,Fe0.008Mo99.992,,,,,0.645,FeMo12499,0.645,0.0
12516,Fe0.011Mo99.989,,,,,0.51,Fe11Mo99989,0.51,0.0
12517,Pd1Tl1Pb1,,,,,1.78,TlPdPb,1.78,0.0
12518,Rh0.5Pd0.5Pb2,,,,,1.7,PdRhPb4,1.7,0.0
12519,Pd0.5Au0.5Pb2,,,,,3.02,PdPb4Au,3.02,0.0
12520,Pd0.5Ag0.5Th2,,,,,1.2,Th4AgPd,1.2,0.0
12521,Ag0.5Al0.5Th2,,,,,0.78,Th4AlAg,0.78,0.0
12522,Al0.5Ge0.5Th2,,,,,0.21,Th4AlGe,0.21,0.0
12523,Fe0.5Co0.5Zr2,,,,,1.26,Zr4FeCo,1.26,0.0
12524,Co0.5Ni0.5Zr2,,,,,3.21,Zr4CoNi,3.14,0.10999999999999988
12525,Ni2.5Cu1.5Zr8,,,,,1.09,Zr16Cu3Ni5,1.09,0.0
12526,Co0.5Ni0.5Ta2,,,,,0.91,Ta4CoNi,0.91,0.0
12527,Co1Ta1.75Zr0.25,,,,,1.0,ZrTa7Co4,0.95,0.09999999999999998
12528,Fe0.5Ni0.5Zr2,,,,,2.45,Zr4FeNi,1.6500000000000001,1.2000000000000002
12529,B1Mo1.5Ta0.5,,,,,1.82,TaB2Mo3,1.815,0.010000000000000009
12530,B1Mo1Re1,,,,,5.09,ReBMo,5.09,0.0
12531,B1Ta0.5W1.5,,,,,1.94,TaB2W3,1.94,0.0
12532,B1W1.26Re0.74,,,,,5.1,Re37B50W63,5.1,0.0
12533,Co0.3Sc0.7,,,,,0.35,Sc7Co3,0.35,0.0
12534,Rh0.106Ti0.894,,,,,4.28,Ti447Rh53,4.28,0.0
12535,Ir0.03Zr0.97,,,,,3.19,Zr97Ir3,3.19,0.0
12536,Co0.03Zr0.97,,,,,2.61,Zr97Co3,2.61,0.0
12537,Nb0.95W0.05,,,,,7.25,Nb19W,7.25,0.0
12538,Nb0.85W0.15,,,,,5.32,Nb17W3,5.32,0.0
12539,Nb0.4Zr0.6,,,,,8.86,Zr3Nb2,8.86,0.0
12540,Nb0.5Zr0.5,,,,,9.46,ZrNb,10.135,1.2899999999999991
12541,Nb0.6Zr0.4,,,,,10.3,Zr2Nb3,10.525,0.4499999999999993
12542,Nb0.7Zr0.3,,,,,10.8,Zr3Nb7,10.8,0.0
12543,Nb0.8Zr0.2,,,,,10.9,ZrNb4,10.9,0.0
12544,Nb0.9Zr0.1,,,,,10.7,ZrNb9,10.7,0.0
12545,Nb1,,,,,9.2,Nb,9.040157894736844,2.580000000000001
12546,Mo0.02Nb0.98,,,,,8.24,Nb49Mo,8.466666666666667,0.33999999999999986
12547,Mo0.05Nb0.95,,,,,7.63,Nb19Mo,7.8149999999999995,0.3700000000000001
12548,Mo0.1Nb0.9,,,,,6.72,Nb9Mo,6.55,0.33999999999999986
12549,Mo0.2Nb0.8,,,,,4.57,Nb4Mo,4.343333333333334,0.33999999999999986
12550,Mo0.3Nb0.7,,,,,2.67,Nb7Mo3,2.575,0.18999999999999995
12551,Mo0.75Re0.25,,,,,10.0,ReMo3,8.022,10.290000000000001
12552,Mo0.33Re0.67,,,,,5.89,Re67Mo33,5.845,0.08999999999999986
12553,Ti0.91V0.09,,,,,6.3,Ti91V9,6.3,0.0
12554,Ti0.2V0.8,,,,,7.46,TiV4,7.305,0.3099999999999996
12555,V1,,,,,5.15,V,5.237777777777778,0.16999999999999993
12556,Cr0.06V0.94,,,,,2.93,V47Cr3,2.93,0.0
12557,Cr0.1V0.9,,,,,1.88,V9Cr,2.732,1.42
12558,Nb0.35Ti0.65,,,,,7.69,Ti13Nb7,7.69,0.0
12559,Hf0.5Ta0.5,,,,,6.28,HfTa,6.28,0.0
12560,Hf0.32Ta0.68,,,,,6.68,Hf8Ta17,6.68,0.0
12561,Hf0.16Ta0.84,,,,,5.98,Hf4Ta21,5.98,0.0
12562,Hf0.08Ta0.92,,,,,5.38,Hf2Ta23,5.38,0.0
12563,Ta1,,,,,4.42,Ta,4.392666666666667,0.27000000000000046
12564,Ta0.96W0.04,,,,,3.5,Ta24W,3.4,0.20000000000000018
12565,Ta0.92W0.08,,,,,2.85,Ta23W2,2.85,0.0
12566,Ta0.85W0.15,,,,,1.95,Ta17W3,1.95,0.0
12567,Ta0.8W0.2,,,,,1.2,Ta4W,1.0933333333333333,0.31999999999999995
12568,Re0.4W0.6,,,,,5.08,Re2W3,5.08,0.0
12569,Hf0.5Nb0.5,,,,,8.31,HfNb,8.905000000000001,1.1899999999999995
12570,Hf0.2Nb0.8,,,,,9.48,HfNb4,9.48,0.0
12571,Hf0.1Nb0.9,,,,,9.6,HfNb9,9.6,0.0
12572,Hf0.05Nb0.95,,,,,9.52,HfNb19,9.52,0.0
12573,Cr0.05Nb0.95,,,,,6.66,Nb19Cr,6.66,0.0
12574,Cr0.1Nb0.9,,,,,4.66,Nb9Cr,4.83,0.33999999999999986
12575,Ti0.65Zr0.35,,,,,1.37,Zr7Ti13,1.37,0.0
12576,Ti0.5Zr0.5,,,,,1.57,ZrTi,1.536,0.77
12577,Ti0.3Zr0.7,,,,,1.36,Zr7Ti3,1.36,0.0
12578,Ti0.2Zr0.8,,,,,1.01,Zr4Ti,1.01,0.0
12579,Nb0.4V0.6,,,,,4.11,Nb2V3,4.11,0.0
12580,Nb0.55V0.45,,,,,4.11,Nb11V9,4.11,0.0
12581,Nb0.6V0.4,,,,,4.17,Nb3V2,4.17,0.0
12582,Nb0.85V0.15,,,,,6.0,Nb17V3,6.0,0.0
12583,Nb0.8Ta0.2,,,,,7.82,TaNb4,7.62,0.40000000000000036
12584,Nb0.63Ta0.37,,,,,6.84,Ta37Nb63,6.84,0.0
12585,Nb0.4Ta0.6,,,,,5.54,Ta3Nb2,5.470000000000001,0.13999999999999968
12586,Cr0.3Ru0.7,,,,,0.38,Cr3Ru7,0.38,0.0
12587,Cr1Ru2,,,,,2.0,CrRu2,2.0,0.0
12588,Cr1Ru3,,,,,3.3,CrRu3,3.3,0.0
12589,Cr0.125Ru0.875,,,,,1.2,CrRu7,1.2,0.0
12590,Cr0.7Rh0.3,,,,,1.1,Cr7Rh3,1.1,0.0
12591,Cr0.28Ir0.72,,,,,0.83,Cr7Ir18,0.83,0.0
12592,Cr0.09Ir0.91,,,,,0.78,Cr9Ir91,0.78,0.0
12593,Mo0.3Nb0.7,,,,,2.48,Nb7Mo3,2.575,0.18999999999999995
12594,Nb0.8W0.2,,,,,4.68,Nb4W,4.68,0.0
12595,Cr0.1Nb0.9,,,,,5.0,Nb9Cr,4.83,0.33999999999999986
12596,Cr0.1V0.9,,,,,2.06,V9Cr,2.732,1.42
12597,Hf0.2Ta0.8,,,,,6.26,HfTa4,6.686666666666667,0.6400000000000006
12598,Ta0.8W0.2,,,,,0.88,Ta4W,1.0933333333333333,0.31999999999999995
12599,Cr0.1V0.9,,,,,3.21,V9Cr,2.732,1.42
12600,Cr0.2V0.8,,,,,1.9,V4Cr,1.7799999999999998,0.24
12601,Cr0.25V0.75,,,,,1.36,V3Cr,1.36,0.0
12602,Cr0.39V0.61,,,,,0.37,V61Cr39,0.37,0.0
12603,Cr0.48V0.52,,,,,0.1,V13Cr12,0.1,0.0
12604,Cr0.06Mo0.94,,,,,0.71,Cr3Mo47,0.71,0.0
12605,Cr0.15Mo0.85,,,,,0.5,Cr3Mo17,0.5,0.0
12606,Cr0.25Mo0.75,,,,,0.155,CrMo3,0.155,0.0
12607,Cr0.4Mo0.6,,,,,0.095,Cr2Mo3,0.095,0.0
12608,Cr0.476Mo0.524,,,,,0.045,Cr119Mo131,0.045,0.0
12609,Cr0.57Mo0.43,,,,,0.03,Cr57Mo43,0.03,0.0
12610,Mo0.15V0.85,,,,,2.28,V17Mo3,2.28,0.0
12611,Mo0.3V0.7,,,,,0.76,V7Mo3,0.76,0.0
12612,Mo0.5V0.5,,,,,0.11,VMo,0.11,0.0
12613,Fe0.018Ru0.982,,,,,0.165,Fe9Ru491,0.165,0.0
12614,Fe0.031Ru0.969,,,,,0.054,Fe31Ru969,0.054,0.0
12615,Fe0.043Ru0.957,,,,,0.018,Fe43Ru957,0.018,0.0
12616,Mn1U6,,,,,2.4,U6Mn,2.4524999999999997,0.6699999999999999
12617,U6Mn0.5Fe0.5,,,,,2.86,U12MnFe,2.83,0.06000000000000005
12618,Fe1U6,,,,,3.88,U6Fe,3.88875,0.33000000000000007
12619,U6Fe0.5Co0.5,,,,,3.05,U12FeCo,3.025,0.04999999999999982
12620,Co1U6,,,,,2.41,U6Co,2.3579999999999997,0.14000000000000012
12621,U6Co0.5Ni0.5,,,,,1.37,U12CoNi,1.37,0.0
12622,Ni1U6,,,,,0.41,U6Ni,0.5399999999999999,0.51
12623,Cu0.005V0.995,,,,,4.92,V199Cu,4.92,0.0
12624,Cu0.01V0.99,,,,,4.74,V99Cu,4.74,0.0
12625,Cu0.025V0.975,,,,,4.45,V39Cu,4.45,0.0
12626,Cu0.05V0.95,,,,,3.85,V19Cu,3.85,0.0
12627,Si0.005V0.995,,,,,4.75,V199Si,4.75,0.0
12628,Si0.01V0.99,,,,,4.66,V99Si,4.66,0.0
12629,Si0.025V0.975,,,,,4.06,V39Si,4.06,0.0
12630,Si0.05V0.95,,,,,2.95,V19Si,2.95,0.0
12631,V1,,,,,5.2,V,5.237777777777778,0.16999999999999993
12632,Al0.005V0.995,,,,,4.82,AlV199,4.82,0.0
12633,Al0.01V0.99,,,,,4.49,AlV99,4.49,0.0
12634,Al0.02V0.98,,,,,4.05,AlV49,4.05,0.0
12635,Al0.04V0.96,,,,,3.31,AlV24,3.31,0.0
12636,Al0.06V0.94,,,,,2.83,Al3V47,2.83,0.0
12637,Al0.08V0.92,,,,,2.36,Al2V23,2.36,0.0
12638,Al0.1V0.9,,,,,1.96,AlV9,1.96,0.0
12639,Al0.12V0.88,,,,,1.73,Al3V22,1.73,0.0
12640,Sn0.005V0.995,,,,,4.57,V199Sn,4.57,0.0
12641,Sn0.01V0.99,,,,,4.21,V99Sn,4.21,0.0
12642,Sn0.025V0.975,,,,,3.16,V39Sn,3.16,0.0
12643,Cr0.56Re0.44,,,,,5.1,Cr14Re11,5.1,0.0
12644,Cr0.8Re0.2,,,,,1.31,Cr4Re,1.31,0.0
12645,Cr0.33Re0.67,,,,,2.29,Cr33Re67,2.29,0.0
12646,Cu1Rh2S4,A,9.78,,,4.8,Cu(RhS2)2,4.745,0.09999999999999964
12647,Cu1Rh2Se4,A,10.34,,,3.49,Cu(RhSe2)2,3.47,0.1200000000000001
12648,Cu1V2S4,A,9.82,,,4.45,V2CuS4,4.45,0.0
12649,Cu0.98Co0.02Rh2S4,,,,,1.0,CoCu49(RhS2)100,1.0,0.0
12650,Cu1Rh1.992Cr0.008S4,,,,,0.9,CrCu125Rh249S500,2.4,3.0
12651,Ir0.49Mo0.51,,,,,1.81,Mo51Ir49,1.81,0.0
12652,Ir0.66Mo0.34,,,,,0.25,Mo17Ir33,0.25,0.0
12653,Ir0.71Mo0.29,,,,,0.12,Mo29Ir71,0.12,0.0
12654,Ir0.75Mo0.25,,,,,0.13,MoIr3,0.13,0.0
12655,Mo0.5Rh0.5,,,,,1.91,MoRh,1.94,0.06000000000000005
12656,Mo0.4Rh0.6,,,,,0.91,Mo2Rh3,0.91,0.0
12657,Mo0.33Rh0.67,,,,,0.1,Mo33Rh67,0.1,0.0
12658,Mo0.28Rh0.72,,,,,0.03,Mo7Rh18,0.03,0.0
12659,Co0.007Ru0.993,,,,,0.4,Co7Ru993,0.4,0.0
12660,Co0.015Ru0.985,,,,,0.32,Co3Ru197,0.32,0.0
12661,Co0.022Ru0.978,,,,,0.27,Co11Ru489,0.27,0.0
12662,Co0.027Ru0.973,,,,,0.25,Co27Ru973,0.25,0.0
12663,Co0.034Ru0.964,,,,,0.2,Co17Ru482,0.2,0.0
12664,Co0.07Ru0.93,,,,,0.09,Co7Ru93,0.09,0.0
12665,Ni0.007Ru0.993,,,,,0.44,Ni7Ru993,0.44,0.0
12666,Ni0.031Ru0.969,,,,,0.36,Ni31Ru969,0.36,0.0
12667,Ni0.08Ru0.92,,,,,0.2,Ni2Ru23,0.2,0.0
12668,Rh0.04Ru0.96,,,,,0.38,Ru24Rh,0.38,0.0
12669,Rh0.105Ru0.895,,,,,0.27,Ru179Rh21,0.27,0.0
12670,Rh0.2Ru0.8,,,,,0.18,Ru4Rh,0.18,0.0
12671,Rh0.32Ru0.68,,,,,0.11,Ru17Rh8,0.11,0.0
12672,Pd0.015Ru0.985,,,,,0.4,Pd3Ru197,0.4,0.0
12673,Pt0.014Ru0.986,,,,,0.43,Ru493Pt7,0.43,0.0
12674,Pt0.06Ru0.94,,,,,0.29,Ru47Pt3,0.29,0.0
12675,Pt0.113Ru0.887,,,,,0.21,Ru887Pt113,0.21,0.0
12676,Ir0.036Ru0.964,,,,,0.41,Ir9Ru241,0.41,0.0
12677,Ir0.14Ru0.86,,,,,0.28,Ir7Ru43,0.28,0.0
12678,Ir0.22Ru0.78,,,,,0.21,Ir11Ru39,0.21,0.0
12679,Ir0.32Ru0.68,,,,,0.18,Ir8Ru17,0.18,0.0
12680,Ir0.43Ru0.57,,,,,0.18,Ir43Ru57,0.18,0.0
12681,Cu1Rh2Se4,,,,,3.5,Cu(RhSe2)2,3.47,0.1200000000000001
12682,Cu1Rh1.9Sn0.1Se4,,,,,2.86,Cu10SnRh19Se40,2.86,0.0
12683,Cu1Rh1.78Sn0.22Se4,,,,,1.92,Cu50Sn11Rh89Se200,1.92,0.0
12684,Cu1Rh1.7Sn0.3Se4,,,,,1.26,Cu10Sn3Rh17Se40,1.26,0.0
12685,Cu1Rh1.6Sn0.4Se4,,,,,0.57,Cu5Sn2(Rh2Se5)4,0.57,0.0
12686,Cu1Rh1.5Sn0.5Se4,,,,,0.14,Cu2SnRh3Se8,0.14,0.0
12687,Rh1Se2,,,,,4.35,RhSe2,4.35,0.0
12688,Rh0.88Ru0.12Se2,,,,,2.28,Ru3(Rh11Se25)2,2.28,0.0
12689,Rh0.8Ru0.2Se2,,,,,1.33,Ru(Rh2Se5)2,1.33,0.0
12690,Rh0.7Ru0.3Se2,,,,,0.62,Ru3Rh7Se20,0.62,0.0
12691,Rh0.6Ru0.4Se2,,,,,0.18,Ru2Rh3Se10,0.18,0.0
12692,La1,,,,,6.24,La,5.343,2.9400000000000004
12693,Ce0.005La0.995,,,,,5.27,La199Ce,4.935,0.6699999999999999
12694,Ce0.03La0.97,,,,,1.21,La97Ce3,1.21,0.0
12695,La0.99Nd0.01,,,,,5.18,La99Nd,4.915,0.5299999999999994
12696,La0.96Nd0.04,,,,,1.72,La24Nd,1.705,0.030000000000000027
12697,La0.9916Sm0.0084,,,,,4.22,La2479Sm21,4.22,0.0
12698,La0.9795Sm0.0205,,,,,1.27,La1959Sm41,1.27,0.0
12699,Ho0.0105La0.9895,,,,,5.2,La1979Ho21,5.2,0.0
12700,Ho0.0422La0.9578,,,,,1.2,La4789Ho211,1.2,0.0
12701,Eu0.0028La0.9972,,,,,5.51,La2493Eu7,5.51,0.0
12702,Eu0.0153La0.9847,,,,,1.58,La9847Eu153,1.58,0.0
12703,La0.9974Tb0.0026,,,,,5.28,La4987Tb13,5.28,0.0
12704,La0.987Tb0.013,,,,,1.38,La987Tb13,1.38,0.0
12705,Er0.005La0.995,,,,,5.94,La199Er,5.94,0.0
12706,Er0.08La0.92,,,,,1.44,La23Er2,1.435,0.010000000000000009
12707,K0.1W1O2.9F0.1,,,,,2.1,KW10O29F,2.1,0.0
12708,Cs0.1W1O2.9F0.1,,,,,4.4,CsW10O29F,4.4,0.0
12709,Rb0.1W1O2.9F0.1,,,,,3.6,RbW10O29F,3.6,0.0
12710,K0.1Li0.02W1O2.88F0.12,,,,,1.1,K5LiW50(O24F)6,1.1,0.0
12711,Rb0.1Li0.02W1O2.88F0.12,,,,,3.4,Rb5LiW50(O24F)6,3.4,0.0
12712,Rb0.1Li0.05W1O2.85F0.15,,,,,3.1,Rb2LiW20(O19F)3,3.1,0.0
12713,Rb0.1Li0.1W1O2.8F0.2,,,,,2.0,RbLiW10(O14F)2,2.0,0.0
12714,Cs0.1Li0.02W1O2.88F0.12,,,,,4.0,Cs5LiW50(O24F)6,4.0,0.0
12715,Cs0.1Li0.05W1O2.85F0.15,,,,,3.3,Cs2LiW20(O19F)3,3.3,0.0
12716,Cs0.1Li0.1W1O2.8F0.2,,,,,2.1,CsLiW10(O14F)2,2.1,0.0
12717,Mo0.0708Ti0.9292,,,,,2.8,Ti2323Mo177,2.8,0.0
12718,Mo0.0905Ti0.9095,,,,,3.05,Ti1819Mo181,3.05,0.0
12719,Mo0.1215Ti0.8785,,,,,3.5,Ti1757Mo243,3.5,0.0
12720,Mo0.1633Ti0.8367,,,,,4.0,Ti4183Mo816,4.0,0.0
12721,H3.63Th1,,,,,8.35,Th100H363,8.35,0.0
12722,In1La3,,,,,9.2,La3In,9.602222222222222,0.75
12723,La2.9952Gd0.0048In1,,,,,8.5,La1872Gd3In625,8.5,0.0
12724,La2.9889Gd0.0111In1,,,,,7.92,La29889Gd111In10000,7.92,0.0
12725,La2.9745Gd0.0255In1,,,,,6.92,La5949Gd51In2000,6.92,0.0
12726,La2.9706Gd0.0294In1,,,,,6.0,La14853Gd147In5000,6.0,0.0
12727,La2.9628Gd0.0372In1,,,,,5.04,La7407Gd93In2500,5.04,0.0
12728,La2.9553Gd0.0447In1,,,,,4.3,La29553Gd447In10000,4.3,0.0
12729,La2.952Gd0.048In1,,,,,3.48,La369Gd6In125,3.48,0.0
12730,La2.9451Gd0.0549In1,,,,,2.71,La29451Gd549In10000,2.71,0.0
12731,La1Sn3,,,,,6.4,LaSn3,6.3582857142857145,0.6479999999999997
12732,La0.987Gd0.013Sn3,,,,,5.94,La987Gd13Sn3000,5.94,0.0
12733,La0.936Gd0.064Sn3,,,,,3.76,La117Gd8Sn375,3.76,0.0
12734,Ce0.01La0.99,,,,,3.63,La99Ce,3.63,0.0
12735,La0.99Pr0.01,,,,,5.23,La99Pr,5.265000000000001,0.0699999999999994
12736,La0.99Nd0.01,,,,,4.65,La99Nd,4.915,0.5299999999999994
12737,La0.99Sm0.01,,,,,4.5,La99Sm,4.5,0.0
12738,Eu0.01La0.99,,,,,3.79,La99Eu,3.79,0.0
12739,Gd0.01La0.99,,,,,0.62,La99Gd,0.61,0.020000000000000018
12740,La0.99Tb0.01,,,,,2.53,La99Tb,2.53,0.0
12741,Dy0.01La0.99,,,,,3.74,La99Dy,3.77,0.05999999999999961
12742,Ho0.01La0.99,,,,,5.18,La99Ho,5.18,0.0
12743,Er0.01La0.99,,,,,5.31,La99Er,5.305,0.009999999999999787
12744,La0.99Yb0.01,,,,,5.5,La99Yb,5.5,0.0
12745,La0.99Lu0.01,,,,,5.59,La99Lu,5.595,0.009999999999999787
12746,Gd0.004La0.996,,,,,3.59,La249Gd,3.59,0.0
12747,Ru2Sc1,,,,,1.67,ScRu2,2.09,0.69
12748,Ru2Y1,,,,,1.52,YRu2,2.2775,1.23
12749,La1Ru2,,,,,1.63,LaRu2,3.802666666666667,2.7860000000000005
12750,Ce1Ru2,,,,,4.9,CeRu2,6.000055555555557,1.3999999999999995
12751,In1,,,,,3.407,In,3.4874222222222224,1.2650000000000001
12752,Hg0.004In0.996,,,,,3.396,In249Hg,3.396,0.0
12753,Hg0.016In0.984,,,,,3.342,In123Hg2,3.342,0.0
12754,Hg0.048In0.952,,,,,3.427,In119Hg6,3.427,0.0
12755,Ga1V3,,,,,14.5,V3Ga,14.784,4.100000000000001
12756,V3Ga0.8Si0.2,,,,,11.9,V15Ga4Si,11.24,1.3200000000000003
12757,V3Ga0.2Si0.8,,,,,10.5,V15GaSi4,11.415,1.83
12758,V3Ga0.6Si0.4,,,,,9.5,V15Ga3Si2,9.5,0.0
12759,V3Ga0.4Si0.6,,,,,8.7,V15Ga2Si3,8.7,0.0
12760,Si1V3,,,,,16.7,V3Si,16.768,1.200000000000001
12761,V3Ga0.9Sn0.1,,,,,10.7,V30Ga9Sn,10.7,0.0
12762,V3Ga0.7Sn0.3,,,,,7.2,V30Ga7Sn3,7.2,0.0
12763,V3Ga0.5Sn0.5,,,,,5.6,V6GaSn,5.6,0.0
12764,V3Ga0.1Sn0.9,,,,,3.8,V30GaSn9,3.8,0.0
12765,Sn1V3,,,,,3.4,V3Sn,4.4625,3.6
12766,Pb1,,,,,7.19,Pb,7.186066666666667,0.04999999999999982
12767,In0.005Pb0.995,,,,,7.181,InPb199,7.181,0.0
12768,In0.01Pb0.99,,,,,7.173,InPb99,7.173,0.0
12769,In0.02Pb0.98,,,,,7.15,InPb49,7.15,0.0
12770,In0.04Pb0.96,,,,,7.075,InPb24,7.075,0.0
12771,In0.06Pb0.94,,,,,7.061,In3Pb47,7.061,0.0
12772,In0.08Pb0.92,,,,,7.025,In2Pb23,7.025,0.0
12773,Sn1,,,,,3.73,Sn,4.0524941176470595,1.6342999999999996
12774,Ga0.01Sn0.99,,,,,3.726,GaSn99,3.726,0.0
12775,Ga0.02Sn0.98,,,,,3.726,GaSn49,3.726,0.0
12776,Ga0.04Sn0.96,,,,,3.887,GaSn24,3.887,0.0
12777,Ga0.05Sn0.95,,,,,3.938,GaSn19,3.938,0.0
12778,Hg0.9In0.1,,,,,3.73,InHg9,3.73,0.0
12779,In0.92Sn0.08,,,,,4.25,In23Sn2,4.25,0.0
12780,In0.9Pb0.1,,,,,4.36,In9Pb,4.4350000000000005,0.14999999999999947
12781,La1Ru2,,,,,4.07,LaRu2,3.802666666666667,2.7860000000000005
12782,La0.98Gd0.02Ru2,,,,,3.23,La49GdRu100,3.23,0.0
12783,La0.97Gd0.03Ru2,,,,,2.73,La97Gd3Ru200,2.73,0.0
12784,La0.96Gd0.04Ru2,,,,,2.27,La24GdRu50,2.27,0.0
12785,La0.95Gd0.05Ru2,,,,,1.61,La19GdRu40,1.61,0.0
12786,Hf0.61Ta0.39,,,,,5.71,Hf61Ta39,5.71,0.0
12787,Hf0.52Ta0.48,,,,,6.61,Hf13Ta12,6.61,0.0
12788,Hf0.4Ta0.6,A,3.591,,,6.85,Hf2Ta3,6.85,0.0
12789,Hf0.2Ta0.8,A,3.341,,,6.9,HfTa4,6.686666666666667,0.6400000000000006
12790,Hf0.1Ta0.9,,,,,5.6,HfTa9,5.6,0.0
12791,Ta1,,,,,4.21,Ta,4.392666666666667,0.27000000000000046
12792,Ta0.96W0.04,,,,,3.3,Ta24W,3.4,0.20000000000000018
12793,Ta0.91W0.09,,,,,2.78,Ta91W9,2.78,0.0
12794,Ta0.84W0.16,,,,,1.86,Ta21W4,1.86,0.0
12795,Ta0.78W0.22,,,,,1.36,Ta39W11,1.36,0.0
12796,In0.966Mg0.034,,,,,3.61,Mg17In483,3.61,0.0
12797,In0.82Mg0.18,,,,,3.67,Mg9In41,3.67,0.0
12798,Nb3Sn1,,,,,18.0,Nb3Sn,17.6684,2.41
12799,Nb3Ga0.05Sn0.95,,,,,18.3,Nb60GaSn19,18.3,0.0
12800,Nb3In0.15Sn0.85,,,,,18.3,Nb60In3Sn17,18.28,0.03999999999999915
12801,Nb3Tl0.1Sn0.9,,,,,18.25,Nb30TlSn9,18.25,0.0
12802,Nb3Ge0.1Sn0.9,,,,,17.97,Nb30Sn9Ge,17.985,0.030000000000001137
12803,Nb3Pb0.15Sn0.85,,,,,18.24,Nb60Sn17Pb3,18.2,0.0799999999999983
12804,Nb3As0.05Sn0.95,,,,,18.19,Nb60Sn19As,18.19,0.0
12805,Nb3Sb0.1Sn0.9,,,,,17.04,Nb30Sn9Sb,17.04,0.0
12806,Nb3Bi0.15Sn0.85,,,,,18.28,Nb60Sn17Bi3,18.255000000000003,0.05000000000000071
12807,Nb3Al0.05Sn0.95,,,,,18.2,Nb60AlSn19,18.1,0.1999999999999993
12808,Nb3In0.2Sb0.2Sn0.6,,,,,16.0,Nb15InSn3Sb,16.0,0.0
12809,Nb3Ge0.2Pb0.2Sn0.6,,,,,17.84,Nb15Sn3GePb,17.84,0.0
12810,Nb3Ga0.2Bi0.2Sn0.6,,,,,18.06,Nb15GaSn3Bi,18.06,0.0
12811,Nb3Al0.72Ge0.28,,,,,19.9,Nb75Al18Ge7,19.85,0.09999999999999787
12812,Nb3Al0.67Ga0.33,,,,,18.7,Nb300Al67Ga33,18.7,0.0
12813,Nb3Al0.8In0.2,,,,,18.1,Nb15Al4In,18.1,0.0
12814,Nb3Al0.5Sn0.5,,,,,16.0,Nb6AlSn,16.060000000000002,0.5
12815,Nb3Sn0.91Ga0.09,,,,,18.3,Nb300Ga9Sn91,18.3,0.0
12816,Nb3Sn0.65Ga0.35,,,,,16.5,Nb60Ga7Sn13,16.5,0.0
12817,Nb3Sn0.49Ga0.51,,,,,16.4,Nb300Ga51Sn49,16.4,0.0
12818,Nb3Sn0.95Ge0.05,,,,,18.1,Nb60Sn19Ge,18.1,0.0
12819,Nb3Sn0.8Ge0.2,,,,,17.65,Nb15Sn4Ge,17.783333333333335,0.3500000000000014
12820,Nb3Sn0.65Ge0.35,,,,,16.1,Nb60Sn13Ge7,16.1,0.0
12821,Nb3Sn0.9In0.1,,,,,18.1,Nb30InSn9,18.1,0.0
12822,Nb3Sn0.8In0.2,,,,,17.8,Nb15InSn4,17.8,0.0
12823,Nb3Sn0.91Al0.09,,,,,17.8,Nb300Al9Sn91,17.8,0.0
12824,Nb3Sn0.8Al0.2,,,,,16.8,Nb15AlSn4,16.833333333333332,0.09999999999999787
12825,Nb3Sn0.7Al0.3,,,,,15.75,Nb30Al3Sn7,15.775,0.05000000000000071
12826,Nb3Sn0.6Al0.4,,,,,15.7,Nb15Al2Sn3,15.5,0.5999999999999996
12827,Nb3Sn0.5Al0.5,,,,,16.1,Nb6AlSn,16.060000000000002,0.5
